Name,Pts,Army,Race,Type,Unit,NumUnits,Class,Person,Size,Height,Life,MVE,RGE,ATK,DEF,SP1,SP2,SP3
Sonya Esenwein,45,Utgar,Undead,2,Hero,1,Lady,Terrifying,Medium,4,3,6,1,3,3,"Life Drain: Each time Sonya Esenwein destroys a figure, you may remove a wound marker from this Army Card. Sonya Esenwein cannot Life Drain destructible objects.
Eternal Strength: Anytime you roll the 20-sided die for Cyprien Esenwein's Chilling Touch, you may add 2 to your die roll.","Eternal Heartbreak: If you control Cyprien Esenwein and he is destroyed, Sonya Esenwein immediately recieves 2 wounds.","Flying: When counting spaces for Sonya Esenwein's movement, ignore elevations. Sonya Esenwein may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Sonya Esenwein starts to fly, if she is engaged she will take any leaving engagement attacks."
Spartacus,200,Einar,Human,2,Hero,1,Gladiator,Rebellious,Medium,5,5,5,1,6,4,"Gladiator Inspiration: If all Order Markers for a round are placed on Gladiator Army Cards, and at least one Order Marker is place on Spartacus, then all Gladiators you control (except Spartacus) become inspired. Inspired Gladiators add one to their Move number and 1 extra attack die and defense die for the rest of the round.  ",,
Su-Bak-Na,160,Utgar,Marro,2,Hero,1,Hivelord,Tricky,Huge,12,5,6,1,7,3,"HIVE SUPREMACY - Anytime you roll the 20-sided die for a Marro or Wulsinu Army Card, you may add 1 to your die roll.  ","FLYING - When counting spaces for Su-Bak-Na's movement, ignore elevation.  Su-Bak-Na may fly over water without stopping.  Su-Bak-Na may pass over figures without becoming engaged.  Su-Bak-Na may fly over obstacles such as ruins.  When Su-Bak-Na starts to fly, if he is engaged he will take any leaving engagement attacks.",
Sudema,140,Vydar,Undead,2,Hero,1,Queen,Wild,Medium,5,4,5,1,2,3,"Stare of Stone - Instead of attacking, choose any figure within 4 clear sight spaces of Sudema. Roll the 20-sided die. If the chosen figure is a Squad figure and you roll a 7 or higher, destroy it. If the chosen figure is a Hero figure and you roll a 17 or higher, destroy the chosen Hero.",,
Sujoah,185,Aquilla,Insect,2,Hero,1,Predator,Relentless,Huge,6,6,8,1,4,4,"Poison Sting Special Attack: Range 1. Attack 4. If Sujoah inflicts at least 1 wound with Poison Sting Special Attack, roll the 20-sided die for Poison Damage. If you roll a 1-9, the defending figure received no additional wounds for Poison Damage. If you roll a 10 - 19, add 1 additional wound marker to the defending figures Army Card, and roll again for Poison Damage. If you roll a 20, destroy the defending figure.","Flying: When counting spaces for Sujoah's movement, ignore elevations. Sujoah may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Sujoah starts to fly, if he is engaged he will take any leaving engagement attacks.",
Swog Rider,25,Utgar,Orc,0,Hero,1,Beast,Wild,Large,6,1,8,1,3,3,DISENGAGE - Swog Rider is never attacked when leaving an engagement.  ,ORC ARCHER ENHANCEMENT - All friendly Orc Archers adjacent to Swog Rider receive an additional attack die and an additional defense die.,
Syvarris,100,Ullar,Elf,2,Hero,1,Archer,Precise,Medium,5,4,5,9,3,2,"DOUBLE ATTACK - When Syvarris attacks, he may attack one additional time.",,
Taelord the Kyrie Warrior,180,Utgar,Kyrie,2,Hero,1,Warrior,Relentless,Medium,5,5,5,1,3,3,ATTACK AURA - All friendly figures you control within 4 clear sight spaces of Taelord get +1 attack.  Taelord's Attack Aura does not effect Taelord.  ,"FLYING - When counting spaces for Taelord's movement ignore elevations.  Taelord may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins.  When Taelord starts to fly if he is engaged he takes leaving engagement attacks.",
Tagawa Samurai,120,Einar,Human,2,Squad,3,Samurai,Disciplined,Medium,5,1,6,1,3,5,"Counter Strike - When rolling defense dice against a normal attack from an adjacent attacking figure, all excess shields count as unblockable hits on the attacking figure. This power does not work against other Samurai. ","Bloodlust - For every opponent's figure a Tagawa Samurai destroys, place a puple Experience Marker on this card. When attacking with Tagawa Samurai, roll one additional attack die for each Experience Marker on this card. A maximum of 3 Experience Markers can be placed on this card.",
Tagawa Samurai Archers,65,Einar,Human,0,Squad,3,Samurai,Disciplined,Medium,5,1,5,6,2,3,"Counter Strike - When rolling defense dice against a normal attack from an adjacent attacking figure, all excess shields count as unblockable hits on the attacking figure. This power does not work against other Samurai.",,
Tandros Kreel,120,Einar,Human,2,Hero,1,Fighter,Disciplined,Medium,5,7,5,5,2,4," +2 Broadsword: If Tandros Kreel is attacking an adjacent figure, add 2 dice to Tandros Kreel's attack.","Cleave: When Tandros Kreel attacks an adjacent figure, you may choose one Squad figure that is also adjacent to Tandros Kreel. If the defending figure receives any wounds from Tandros Kreel's attack, the chosen figure receives one wound.","Combat Challenge: If an opponent's figure that is adjacent to Tandros Kreel attacks with a normal or special attack, it must attack Tandros Kreel."
Tarn Viking Warriors,50,Jandar,Human,2,Squad,4,Warrior,Wild,Medium,5,1,4,1,3,4,"BERSERKER CHARGE - After moving and before attacking, roll the 20-sided die. If you roll a 15 or higher, you may move all Tarn Viking Warriors again.",,
Templar Cavalry,120,Jandar,Human,0,Squad,3,Knights,Valiant,Large,6,1,8,1,3,3,Galloping Charge: A Templar Cavalry Knight receives 2 additional attack dice when attacking any figure that was at least 4 clear sight spaces away from that Knight at the start of his turn.,"Dismiss the Rabble: When rolling defense dice against adjacent attacking small or medium Squad figures, Templar Cavalry Knights receive 1 additional defense die.","Righteous Smite: When attacking an opponent's figure who follows Utgar, Templar Cavalry Knights receive 1 additional attack die."
Theracus,40,Ullar,Gryphillin,2,Hero,1,Scout,Disciplined,Large,5,3,7,1,3,3,"Carry - Before moving Theracus, choose an unengaged friendly small or medium figure adjacent to Thercus. After you move Theracus, place the chosen figure adjacent to Theracus. Flying - When counting spaces for Theracus's movement, ignore elevations. Theracus may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Theracus starts to fly, if he is engaged he will take any leaving engagement attacks. ",,
Thorgrim the Viking Champion,80,Jandar,Human,2,Hero,1,Champion,Valiant,Medium,5,4,5,1,3,4,DEFENSIVE AURA 1 - All friendly figures adjacent to Thorgrim add 1 die to their defense.  ,"WARRIOR'S ARMOR SPIRIT 1 - When Thorgrim is destroyed, place this figure on any unique Army Card.  Thorgrim's Spirit add 1 to the defense number on that card.",
Torin,120,Utgar,Cyclops,2,Hero,1,Hewer,Terrifying,Large,7,5,5,1,4,4,"Battleaxe: If Torin is attacking a small or medium figure, add 2 dice to Torin's attack.","Evil Eye Protection: When Torin, or any friendly small or medium Utgar figure adjacent to Torin, rolls defense dice against a normal attack from a non-adjactent attacking figure, all excess shields count as unblockable hits inflicted by Torin on the attacking figure.",
Tor-Kul-Na,220,Utgar,Marro,2,Hero,1,Hivelord,Terrifying,Huge,11,6,6,1,6,5,"Trample Stomp: At any point while moving, Tor-Kul-Na may choose a small or medium figure that is adjacent, on the same level, and on a space where Tor-Kul-Na may end his movement. Roll the 20-sided die. If you roll 1 - 7, the figure is save and Tor-Kul-Na's movement ends. If you roll 8-20, the chosen figure receives 1 wound. If the wound destroys the figure, move Tor-Kul-Na on the space that the figure occupied, and you may continue Tor-Kul-Na's movement. If the chosen figure is not destroyed, Tor-Kul-Na's movement ends. Tor-Kul-Na must be on a space where he can end movement each time he uses this power.",,
Tornak,100,Utgar,Orc,2,Hero,1,Champion,Tricky,Large,6,3,7,1,4,5,DISENGAGE - Tornak is never attacked when leaving an engagement.  ,ORC WARRIOR ENHANCEMENT - All friendly Orc Warriors adjacent to Tornak receive and additional attack die and an additional defense die.,
Tul-Bak-Ra,130,Utgar,Marro,2,Hero,1,Overlord,Terrifying,Medium,5,6,5,1,4,4,Mind Blast Special Attack: Range 3. Attack 3. Tul-Bak-Ra does not need clear line of sight to attack with Mind Blast Special Attack.,"Teleportation: Instead of moving Tul-Bak-Ra normally, you may choose any empty space that is on the same level and within 10 spaces of Tul-Bak-Ra. Place Tul-Bak-Ra on the chosen space. When Tul-Bak-Ra starts to Teleport, if he is engaged he will not take any leaving engagement attacks.","Teleport Reinforcements: When Tul-Bak-Ra receives one or more wounds from an opposing figure's Normal or Special Attack but is not destroyed, you may choose one friendly Marro Squad figure for every wound Tul-Bak-Ra just received. Place the chosen figure(s) on any empty space(s) adjacent to Tul-Bak-Ra. If the teleported figure(s) are engaged, they will not take any leaving engagement attacks."
Ulginesh,150,Ullar,Elf,2,Hero,1,Wizard,Tricky,Large,6,5,7,6,3,3,"Mind Link: Instead of taking a turn with Ulginesh, you may take a turn with up to 2 different Elf Wizards you control. Ulginesh cannot be 1 of the 2 Elf Wizards. Any Elf Wizard that is taking a turn instead of Ulginesh must be within 6 clear site spaces of Ulginesh before moving.","Flying: When counting spaces for Ulginesh's movement, ignore elevations. Ulginesh may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Ulginesh starts to fly, if he is engaged he will take any leaving engagement attacks.",
Valguard,110,Einar,Human,2,Hero,1,Warlord,Wild,Medium,5,7,5,1,2,4,"First Assault 3 - When attacking with Valguard, if the defending figure was not adjacent to Valguard at the start of this turn, Valguard receives 3 additional attack dice. ",Berserker Charge Enhancement - Add 1 to your die roll when you roll for the Berserker Charge power on any Army Card.,
Venoc Vipers,40,Ullar,Viper,0,Squad,3,Scout,Relentless,Medium,5,1,7,1,3,0,SLITHER - Venoc Vipers do not have to stop their movement when entering water spaces.  ,"FRENZY - After you take a turn with Venoc Vipers, roll the 2-sided die.  If you roll a 16 or higher you may take another turn with Venoc Vipers.",
Venoc Warlord,120,Ullar,Viper,2,Hero,1,Warlord,Relentless,Medium,6,6,7,1,4,3,SCOUT LEADERSHIP - All Scouts you control can move an additional 2 spaces.  ,FRENZY ENHANCEMENT - Add 1 to your die roll when you roll for the Frenzy Power on any Army Card.  ,SLITHER -  Venoc Warlord does not have to stop its movement when entering water spaces.
Warden 816,90,Utgar,Soulborg,2,Hero,1,Warden,Tricky,Medium,4,2,5,7,3,6,Evisceraxe Special Attack: Range 1. Attack 5. The Evisceraxe Special Attack cannot be used on small figures.,Guard Leadership: All Guards you control move one additional Space.,
Warforged Soldiers,80,Vydar,Warforged,0,Squad,3,Soldier,Loyal,Medium,5,1,5,1,3,2,"Tatical Switch: When a Warforged Soldier you control attacks an opponent's small or medium figure, before rolling the attack dice, you may switch that Warforged Soldier with the defending figure. After switching spaces, the Warforged Soldier must continue the attack, if possible, and cannot attack any other figure this turn. Figures moved by Tatical Switch never take any leaving engagement attacks. An opponent's figure may be moved by Tatical Switch only once per turn.","Warforged Resolve: When rolling defense dice against a normal or special attack, a Warforged Soldier always adds 1 automatic shield to whatever is rolled.",
Warriors of Ashra,50,Ullar,Elf,0,Squad,3,Warrior,Tricky,Medium,4,1,5,1,3,3,"Defensive Agility: When a Warrior of Ashra rolls defensive dice against a normal attack from an adjacent figure, one shield will block all damage.",,
Water Elemental,30,Aquilla,Elemental,0,Hero,1,Construct,Resolute,Medium,4,1,4,5,3,4,"Water Mastery: While a Water Elemental is on a water space, add 1 to its Attack and Defense.","Water Tunnel: If a Water Elemental ends its normal movement on a water space, you may immediately place it on any empty same-level water space within 5 spaces. If a Water Elemental is engaged when it starts to tunnel, it will take any leaving engagement attacks.",
Werewolf Lord,140,Utgar,Lycanthrope,1,Hero,1,Darklord,Relentless,Huge,9,6,6,1,4,4,"Lycanthropy: This Werewolf Lord starts the game with 3 green Lycanthropy markers on its Army Card. If an opponent's Unique Hero receives at least 1 wound from this Werewolf Lord, you may place a Lycanthropy marker on that figure's Army Card. For the duration of the game, that figure loses its Species, Class, and Personality. Instead, it has the following characteristics: Species: Hybrid, Class: Hunter, Personality: Tormented. Lycanthropy never affects Constructs, Lycanthropes, Soulborgs, and destructible objects.","Moon Frenzy: After revealing an order marker on this Werefolf Lord, before taking this Werewolf Lord's turn, roll the 20-sided die. If you roll an 11 or higher, you may first take a turn with any Hybrid Hero in play. If you take a turn with an opponent's Hybrid Hero, you control that Hero for the duration of its turn. At the end of its turn, control of the Hybrid Hero returns to its previous owner. All order markers that were on the figure's Army Card will stay on the Army Card.",
White Wyrmling,30,Jandar,Dragon,0,Hero,1,Wyrmling,Ferocious,Small,3,1,6,1,3,4,"Fledgling Ice Shards Special Attack: Range 5. Attack 2. When a White Wyrmling attacks with its Fledgling Ice Shards Special Attack, it may attack 1 additional time. It cannot attack the same figure more than once this turn.","Wyrmling Bonding: After revealing an order marker on a White Wyrmling Army Card, before taking that White Wyrmling's turn, you may take a turn with one other Wyrmling you control.
Flying: When counting spaces for a White Wyrmling's movement, ignore elevations. A White Wyrmling may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. If a White Wyrmling is engaged when it starts to fly, it will take any leaving engagement attacks.",
Wolves of Badru,80,Utgar,Wolf,0,Squad,3,Hunters,Relentless,Small,3,1,6,1,3,3,"Darklord Bonding: Before taking a turn with Wolves of Badru, you may first take a turn with any Darklord you control.","Climb X2: When moving up or down levels of terrain, Wolves of Badru may double their height.","Pounce Special Attack: Range 3. Attack 5. A Wolf of Badru that moved but did not attack normally may use Pounce Special Attack. To pounce, choose a non-adjacent small or medium figure whose base is not higher or lower than 5 levels from the base of the attacking Wolf. If the figure is destroyed, immediately place the attacking Wolf on the space the figure occupied. If the figure is not destroyed, destroy the attacking Wolf."
Wo-Sa-Ga,135,Utgar,Marro,2,Hero,1,Hivelord,Terrifying,Huge,10,4,6,1,6,4,"Coil Crush: When attacking a small, medium or large figure, if Wo-Sa-Ga inflicts at least 2 wounds, roll the 20-sided die. If you roll a 15 or higher, destroy the defending figure.",Slither: Wo-Sa-Ga does not have to stop her movement when entering water spaces.,
Wyvern,100,Aquilla,Wyvern,1,Hero,1,Predator,Ferocious,Large,7,4,7,1,4,4,"Talon Grab: While this Wyvern is flying, you may choose one opponent's small or medium figure that it passed over this turn. Place the chosen figure on an empty same-level space adjacent to this Wyvern at the end of its move. If the chosen figure is engaged when it is moved by Talon Grab, it will not take any leaving engagement attacks. Figures under overhangs can never be moved by Talon Grab.","Venomous Sting: When rolling attack dice, if this Wyvern rolls a skull on every die, the defending figure cannot roll any defense dice. Venomous Sting does not affect destructible objects.","Flying: When counting spaces for a Wyvern's movement, ignore elevations. A Wyvern may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. If a Wyvern it engaged when he starts to fly, it will take any leaving engagement attacks."
Zelrig,185,Einar,Dragon,2,Hero,1,Emperor,Disciplined,Huge,11,6,6,1,4,4,Majestic Fires Special Attack: Range 7. Attack 3. Choose a figure to attack. Any figures adjacent to the targeted figure are also affected by Majestic Fires Special Attack. Common Squad figures roll 2 less defense dice against Majestic Fires Special Attack. Roll attack once for all affected figures. Each figure rolls defense dice separately. Zelrig cannot be affected by his own Majestic Fires Special Attack.,"Flying: When counting spaces for Zelrig's movement, ignore elevations. Zelrig may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Zelrig starts to fly, if he is engaged he will take any leaving engagement attacks.",
Zetacron,60,Jandar,Soulborg,2,Hero,1,Scout,Precise,Large,7,2,5,8,2,4,"Deadly Shot: When attacking with Zetacron, each scull rolled counts for one additional hit.",,
Zettian Guards,70,Utgar,Soulborg,2,Squad,2,Guard,Precise,Medium,5,1,4,7,2,7,"ZETTIAN TARGETING - When attacking, if your second Zettian Guard attacks the same figure as the first Zettian Guard, add one attack die to the Zettian Guard's attack.",,
Zombies of Morindan,60,Utgar,Undead,0,Squad,3,Savages,Terrifying,Medium,5,1,4,1,2,3,"Horde Movement - You may move up to 6 Zombies of Morindan that you control each turn. However, you may attack with only 3 Zombies of Morindan. You may attack with any 3 Zombies of Morindan, even Zombies of Morindan that you did not move this turn.",Zombie Onslaught Special Attack - Range 1. Attack 6. Three Zombies of Morindan on the same level may combine their attacks and roll their attack dice as one attack. All Zombies of Morindan in the attack must be engaged to the targeted figure.,"Zombies Rise Again - If a Zombie of Morindan that you control destroys an opponent's small or medium figure, replace that figure immediately, if possible, with one of your own previously destroyed Zombies of Morindan. Newly placed Zombies of Morindan cannot attack this turn. Undead are not affected by Zombies Rise Again. "
